"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2024","431239.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2023","403813.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2022","376459.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2021","351502.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2020","330606.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2019","311300.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2018","293337.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2017","278615.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2016","266401.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2015","255635.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2014","246153.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2013","238457.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2012","231698.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2011","225333.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2010","220611.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2009","217879.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2008","215542.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2007","212826.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2006","210715.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2005","209281.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2004","207436.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2003","204701.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2002","200952.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2001","195661.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","2000","188552.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1999","179949.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1998","170025.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1997","159095.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1996","148065.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1995","137557.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1994","127516.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1993","117894.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1992","108981.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1991","100942.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1990","93877.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1989","87838.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1988","82830.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1987","78846.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1986","75825.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1985","73747.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1984","72636.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1983","72513.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1982","73109.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1981","73973.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1980","74740.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1979","75336.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1978","75810.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1977","76019.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1976","75845.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1975","75235.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1974","74068.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1973","72107.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1972","69434.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1971","66546.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1970","63769.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1969","61161.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1968","58952.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1967","57180.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1966","55372.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1965","53246.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1964","50776.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1963","47733.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1962","44376.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1961","41516.000"
"Population ages 70-74, male","SP.POP.7074.MA","Morocco","MAR","1960","39798.000"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2024","105.713"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2023","103.615"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2022","97.529"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2021","98.328"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2020","93.820"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2019","91.307"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2018","88.770"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2017","89.350"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2016","94.272"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2015","96.176"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2014","95.271"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2013","92.570"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2012","95.403"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2011","88.115"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2010","83.528"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2009","80.573"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2008","83.558"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2007","86.348"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2006","86.448"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2005","81.926"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2004","76.158"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2003","68.826"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2002","66.579"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2001","65.452"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","2000","65.337"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1999","62.640"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1998","61.983"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1997","59.430"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1996","57.582"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1995","55.833"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1994","53.220"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1993","53.376"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1992","53.412"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1991","55.378"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1990","59.415"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1989","52.890"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1988","61.514"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1987","64.762"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1986","65.896"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1985","68.625"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1984","59.700"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1983","58.674"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1982","57.596"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1981","55.317"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1980","54.591"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1979","51.639"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1978","48.637"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1977","44.889"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1975","39.747"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1974","37.368"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Morocco","MAR","1973","37.156"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2023","2.888"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2022","2.932"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2021","3.006"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2020","3.051"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2019","3.104"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2018","3.154"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2017","3.196"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2016","3.225"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2015","3.230"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2014","3.199"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2013","2.859"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2012","2.555"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2011","2.294"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2010","2.036"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2009","1.780"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2008","1.593"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2007","1.358"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2006","1.176"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2005","1.014"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2004","0.875"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2003","0.866"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2002","0.844"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2001","0.839"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","2000","0.838"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","1999","0.831"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","1998","0.825"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","1997","0.826"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","1996","0.818"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","1995","0.818"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","1994","0.825"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","1993","0.822"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","1992","0.828"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Morocco","MAR","1991","0.819"
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)","SH.STA.AIRP.FE.P5","Morocco","MAR","2019","60.300"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2024","13.700"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2023","13.600"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2022","13.500"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2021","13.500"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2020","13.600"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2019","13.800"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2018","14.100"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2017","14.400"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2016","14.600"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2015","14.900"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2014","15.100"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2013","15.300"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2012","15.600"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2011","16.100"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2010","16.600"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2009","17.300"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2008","18.000"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2007","18.800"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2006","19.600"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2005","20.500"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2004","21.400"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2003","22.400"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2002","23.400"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2001","24.400"
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","SH.STA.STNT.ME.ZS","Morocco","MAR","2000","25.300"
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 60+, male (% of male population ages 60+)","SH.DTH.COMM.60UP.MA.ZS","Morocco","MAR","2019","4.403"
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 60+, male (% of male population ages 60+)","SH.DTH.COMM.60UP.MA.ZS","Morocco","MAR","2015","4.691"
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 60+, male (% of male population ages 60+)","SH.DTH.COMM.60UP.MA.ZS","Morocco","MAR","2010","5.056"
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 60+, male (% of male population ages 60+)","SH.DTH.COMM.60UP.MA.ZS","Morocco","MAR","2000","5.893"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Morocco","MAR","2022","11.890"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Morocco","MAR","2014","22.235"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Morocco","MAR","2012","18.670"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Morocco","MAR","2011","19.520"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Morocco","MAR","2004","29.472"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Morocco","MAR","1994","29.648"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Morocco","MAR","1982","28.538"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2024","1425600.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2023","1427384.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2022","1427632.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2021","1429221.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2020","1429299.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2019","1429327.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2018","1429633.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2017","1422924.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2016","1407109.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2015","1387400.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2014","1366356.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2013","1343554.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2012","1320830.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2011","1298968.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2010","1277954.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2009","1257224.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2008","1235667.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2007","1212019.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2006","1186065.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2005","1158341.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2004","1130481.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2003","1108333.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2002","1092926.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2001","1080407.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","2000","1068412.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1999","1054490.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1998","1038357.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1997","1020127.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1996","998256.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1995","971900.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1994","943816.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1993","914729.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1992","883156.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1991","851732.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1990","822086.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1989","793877.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1988","767857.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1987","743441.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1986","719610.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1985","695259.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1984","673026.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1983","647029.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1982","614562.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1981","584102.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1980","557137.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1979","530713.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1978","511262.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1977","501534.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1976","494032.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1975","487487.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1974","482273.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1973","478695.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1972","476343.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1971","473800.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1970","470362.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1969","466349.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1968","461567.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1967","456245.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1966","451336.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1965","447353.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1964","443993.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1963","441095.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1962","438158.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1961","433329.000"
"Population ages 30-34, female","SP.POP.3034.FE","Morocco","MAR","1960","426329.000"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2022","28.730"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2021","28.420"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2016","22.050"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2015","20.540"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2014","20.780"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2013","19.440"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2012","18.420"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2011","18.090"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2010","18.190"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2009","17.430"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2008","19.060"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2007","16.530"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2006","17.530"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2005","16.170"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2004","15.760"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2003","17.430"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Morocco","MAR","2002","17.890"
